Month,Day,Year,date,precip,wnd,solr,rh,pet,atmp,dpnt,stmp4,stmp8
4,24,2013,4/24/2013,0.4064,14.5,8.43,75,0.07,12.77777778,8.388888889,12.61111111,11.61111111
4,25,2013,4/25/2013,0.127,16.3,12.69,83.5,0.1,13,10.22222222,13.38888889,12.11111111
4,26,2013,4/26/2013,0,12.3,27.18,64.8,0.21,10.77777778,3.388888889,12,11.88888889
4,27,2013,4/27/2013,0.0254,10.9,27.46,56.1,0.19,7.888888889,-1.222222222,10.5,11.27777778
4,28,2013,4/28/2013,0,25.8,22.23,49.1,0.21,16.5,5.277777778,11.88888889,11.27777778
4,29,2013,4/29/2013,0,15.6,15.8,55.4,0.14,18.22222222,8.777777778,13.77777778,12.11111111
4,30,2013,4/30/2013,0,11.4,15.68,72.4,0.14,18.11111111,12.61111111,15.11111111,12.88888889
5,1,2013,5/1/2013,0.635,15.1,4.58,89.2,0.03,8.111111111,6.388888889,12.5,12.5
5,2,2013,5/2/2013,0.5842,9.1,19.13,80.6,0.13,7.111111111,3.777777778,11,11.38888889
5,3,2013,5/3/2013,0,6.4,23,66.1,0.15,7.5,1.277777778,11.11111111,11
5,4,2013,5/4/2013,0,15.2,12.43,79.4,0.09,11.38888889,7.777777778,11.61111111,11.27777778
5,5,2013,5/5/2013,0,7.5,30.1,61.8,0.25,15.5,6.722222222,13.72222222,11.77777778
5,6,2013,5/6/2013,0.3556,15.6,28.39,63.9,0.27,22.27777778,14.61111111,16.27777778,13.27777778
5,7,2013,5/7/2013,0,14.2,23.27,71.2,0.2,18.11111111,12.61111111,16.77777778,14.38888889
5,8,2013,5/8/2013,0,13.6,28.09,59.5,0.26,21.27777778,12.11111111,17,14.61111111
5,9,2013,5/9/2013,0,15,25.33,63.5,0.24,23.11111111,15.27777778,18.27777778,15.5
5,10,2013,5/10/2013,0.0762,14.7,21.86,61.2,0.21,23.11111111,14.77777778,18.77777778,16.22222222
5,11,2013,5/11/2013,0,12,24.43,71.5,0.22,22.61111111,16.61111111,19.72222222,16.72222222
5,12,2013,5/12/2013,0.4318,15.8,21.9,72.8,0.21,22.27777778,16.61111111,19.88888889,17.11111111
5,13,2013,5/13/2013,1.9812,10.5,11.88,90.6,0.1,20.11111111,18.5,19.77777778,17.27777778
5,14,2013,5/14/2013,1.2446,12.2,5.9,92.3,0.05,15,13.72222222,18.22222222,17.22222222
5,15,2013,5/15/2013,0,8.4,13.17,80.8,0.1,11.77777778,8.5,15.27777778,15.5
5,16,2013,5/16/2013,0,7.4,29.07,77.3,0.23,14.88888889,10.77777778,16.22222222,15.11111111
5,17,2013,5/17/2013,0,13.5,26.43,74.9,0.24,20.61111111,15.38888889,18.11111111,16
5,18,2013,5/18/2013,1.4986,10.6,12.88,86.4,0.11,20,17.5,19,16.88888889
5,19,2013,5/19/2013,0.0254,8.6,21.01,86.1,0.18,18.88888889,16.5,18.77777778,17
5,20,2013,5/20/2013,0,11.4,12.42,85,0.11,23.27777778,20.61111111,20.22222222,17.77777778
5,21,2013,5/21/2013,0.254,12.7,25.23,74.1,0.24,25.38888889,20,21.5,18.61111111
5,22,2013,5/22/2013,0,16.8,21.77,67.9,0.21,24.77777778,18.22222222,21.61111111,19.11111111
5,23,2013,5/23/2013,0,17.5,8.58,77.9,0.08,21.77777778,17.77777778,20.61111111,19
5,24,2013,5/24/2013,0.1778,8.6,28.31,64.1,0.24,19.88888889,12.27777778,19.72222222,18.38888889
5,25,2013,5/25/2013,0.7112,8.9,13.78,85.4,0.11,18.72222222,16.22222222,19.61111111,18.22222222
5,26,2013,5/26/2013,0,6.9,23.75,73.1,0.19,16.61111111,11.5,18.72222222,17.72222222
5,27,2013,5/27/2013,0,9.9,18.31,80.6,0.17,21.22222222,17.38888889,19.61111111,17.72222222
5,28,2013,5/28/2013,0,8.5,30.3,63.9,0.25,17.5,10.22222222,19.22222222,17.88888889
5,29,2013,5/29/2013,0,12.8,26.33,59.1,0.23,19.72222222,11.22222222,18.38888889,17.27777778
5,30,2013,5/30/2013,0,16.8,15,82.3,0.14,22.72222222,19.38888889,20.11111111,18
5,31,2013,5/31/2013,0.0254,18.8,28,66.9,0.24,18.72222222,11.72222222,19.5,18.27777778
6,1,2013,6/1/2013,0,13.9,28.71,59,0.26,19,9.777777778,18.88888889,17.72222222
6,2,2013,6/2/2013,0.0254,10.7,24.35,76.1,0.2,16.38888889,11.88888889,18.11111111,17.27777778
6,3,2013,6/3/2013,0,9.6,27.48,64.4,0.23,16.72222222,9.222222222,17.27777778,16.72222222
6,4,2013,6/4/2013,0,6.2,32.4,55.4,0.27,16.61111111,6.222222222,17.38888889,16.38888889
6,5,2013,6/5/2013,0,5.3,24.12,60.8,0.21,20,11.27777778,18.38888889,16.61111111
6,6,2013,6/6/2013,0,8.3,24.83,64.2,0.22,21.5,14,19.88888889,17.5
6,7,2013,6/7/2013,0,11.6,29.31,71.2,0.27,23.61111111,17.72222222,20.88888889,18.22222222
6,8,2013,6/8/2013,0,12.3,28.93,69.5,0.28,26.38888889,19.88888889,22.61111111,19.27777778
6,9,2013,6/9/2013,0.0254,8.9,13.29,81.9,0.12,22.27777778,19,22,19.72222222
6,10,2013,6/10/2013,3.0226,6.8,10.18,90.3,0.09,21.88888889,20.22222222,21.38888889,19.5
6,11,2013,6/11/2013,0.8636,7.8,23.23,83,0.21,25.61111111,22.27777778,22.88888889,20.11111111
6,12,2013,6/12/2013,0,7.6,26.91,76.6,0.25,25.88888889,21.11111111,24.27777778,21.11111111
6,13,2013,6/13/2013,0,10.6,26.14,79.9,0.24,22.77777778,18.88888889,23.61111111,21.22222222
6,14,2013,6/14/2013,0,7.5,28.93,76.9,0.26,24,19.27777778,23.11111111,20.88888889
6,15,2013,6/15/2013,2.0574,5.6,14.84,85.4,0.13,23,20.27777778,22.61111111,20.88888889
6,16,2013,6/16/2013,0.4572,7.5,15.28,89.7,0.14,23,21.11111111,22.72222222,20.77777778
6,17,2013,6/17/2013,0,8.2,24.26,84.8,0.22,23.77777778,20.88888889,23.38888889,21.22222222
6,18,2013,6/18/2013,0.0254,5.9,19.3,81.6,0.17,21.27777778,17.77777778,22.77777778,21.22222222
6,19,2013,6/19/2013,0,10.1,30.95,67.1,0.25,16,9.611111111,20.61111111,20.11111111
6,20,2013,6/20/2013,0,4.6,27.36,69.5,0.22,14.88888889,8.777777778,18.77777778,18.5
6,21,2013,6/21/2013,0,8,13.58,81.1,0.12,18.72222222,15.22222222,19,18.27777778
6,22,2013,6/22/2013,0,5.9,22.78,75.1,0.19,17.72222222,12.72222222,19.5,18.72222222
6,23,2013,6/23/2013,0,7.5,31.27,71.9,0.27,18.5,12.72222222,18.77777778,18.27777778
6,24,2013,6/24/2013,0,9.7,27.93,71.9,0.24,18.77777778,13.27777778,19.77777778,18.77777778
6,25,2013,6/25/2013,0.635,7.9,24.33,75.8,0.19,14.27777778,9.722222222,18.38888889,18.11111111
6,26,2013,6/26/2013,0,6.8,31,70.1,0.26,16.77777778,10.5,18,17.72222222
6,27,2013,6/27/2013,0,4.9,23.36,72.2,0.2,18.72222222,13.11111111,18.38888889,17.72222222
6,28,2013,6/28/2013,0.3048,5.6,21.79,76.4,0.19,19.11111111,14.5,19.72222222,18.5
6,29,2013,6/29/2013,0,3.4,29.19,71.2,0.25,18.22222222,12.11111111,19,18.22222222
6,30,2013,6/30/2013,0,3.1,30.9,67.5,0.27,20.22222222,13.11111111,19.72222222,18.5
7,1,2013,7/1/2013,0,3.6,23.61,73.1,0.21,22,16.5,20.61111111,19
7,2,2013,7/2/2013,0,6.6,19.35,84.9,0.17,22.27777778,19.5,21.38888889,19.61111111
7,3,2013,7/3/2013,1.8288,10.5,11.41,88.9,0.1,22.61111111,20.72222222,21.77777778,20.22222222
7,4,2013,7/4/2013,0,10.3,22.22,82.6,0.2,23.27777778,20,22.27777778,20.61111111
7,5,2013,7/5/2013,0,6.4,21.56,83.1,0.19,22.77777778,19.61111111,22.11111111,20.61111111
7,6,2013,7/6/2013,0.127,9.6,23.13,81.7,0.21,22.72222222,19.27777778,22.72222222,20.88888889
7,7,2013,7/7/2013,0,9,21.91,81.8,0.18,18.61111111,15.22222222,21.5,20.72222222
7,8,2013,7/8/2013,0,3.1,14.85,83.3,0.12,18.88888889,15.77777778,20.22222222,19.72222222
7,9,2013,7/9/2013,6.8326,6.9,21.21,81.9,0.19,23.72222222,20.27777778,22.11111111,20.27777778
7,10,2013,7/10/2013,0.4572,4.9,18.82,86.6,0.17,23.5,21,22.61111111,21.11111111
7,11,2013,7/11/2013,0,6.1,21.8,86.4,0.2,23.88888889,21.27777778,23.61111111,21.5
7,12,2013,7/12/2013,0,7.1,26.13,84.7,0.24,24.5,21.61111111,23.88888889,21.88888889
7,13,2013,7/13/2013,3.8862,6,21.06,86.7,0.19,23,20.5,23.27777778,21.88888889
7,14,2013,7/14/2013,0.0254,7.5,29.04,78.3,0.25,20.77777778,16.72222222,22.38888889,21.38888889
7,15,2013,7/15/2013,0,4.4,28.46,79.1,0.25,21.22222222,16.88888889,22.11111111,21
7,16,2013,7/16/2013,0,3.9,26.11,77.6,0.23,22.27777778,17.72222222,22.27777778,21
7,17,2013,7/17/2013,0,7.9,21.3,84.4,0.18,20.22222222,17.38888889,22.11111111,21.11111111
7,18,2013,7/18/2013,0,5.7,26.05,82.7,0.23,20.11111111,16.72222222,21.77777778,20.72222222
7,19,2013,7/19/2013,0,4.1,24.44,79.5,0.22,21,16.88888889,21.61111111,20.61111111
7,20,2013,7/20/2013,0,7.3,23.93,81.6,0.22,23.38888889,19.77777778,22.5,20.88888889
7,21,2013,7/21/2013,0,7.9,22.21,84.6,0.21,26,23,23.72222222,21.61111111
7,22,2013,7/22/2013,0,4.6,11.71,90,0.11,24.11111111,22.27777778,23.88888889,22.11111111
7,23,2013,7/23/2013,0.0254,9.2,26.25,75.5,0.23,20.61111111,15.77777778,22.5,21.61111111
7,24,2013,7/24/2013,0,9.1,19.21,66.3,0.16,18,11.27777778,20.38888889,20.27777778
7,25,2013,7/25/2013,0,7.7,14.82,69.7,0.12,18.11111111,12.27777778,19.61111111,19.61111111
7,26,2013,7/26/2013,0,6.9,21.93,75.9,0.18,17.5,12.77777778,19.61111111,19.27777778
7,27,2013,7/27/2013,0,4.3,28.13,75.3,0.24,17.27777778,12.22222222,18.88888889,18.72222222
7,28,2013,7/28/2013,0.0254,3.9,28.44,75.8,0.25,19.61111111,14.61111111,19.72222222,18.88888889
7,29,2013,7/29/2013,0,4.7,20.42,79.9,0.18,20.27777778,16.38888889,20.38888889,19.27777778
7,30,2013,7/30/2013,0.8382,4,6.62,92.6,0.05,19.27777778,18,20.72222222,19.72222222
7,31,2013,7/31/2013,0,5.5,20,85.6,0.17,21.22222222,18.38888889,21.22222222,19.88888889
8,1,2013,8/1/2013,0,4,27.87,80.2,0.25,22.38888889,18.27777778,21.38888889,20
8,2,2013,8/2/2013,0,5,19.04,84.6,0.17,23,20.11111111,22.22222222,20.61111111
8,3,2013,8/3/2013,0,4,23.88,83.4,0.22,24.11111111,20.88888889,22.27777778,20.72222222
8,4,2013,8/4/2013,0.254,9.4,23.18,81.9,0.21,22.77777778,19.38888889,23,21.27777778
8,5,2013,8/5/2013,0,10.3,28.17,74.5,0.24,17.61111111,12.61111111,21,20.5
8,6,2013,8/6/2013,0,5.5,29.12,72.9,0.24,15.77777778,10.27777778,19.11111111,19.22222222
8,7,2013,8/7/2013,0,2.8,24.26,72.6,0.2,16.61111111,10.88888889,18.5,18.5
8,8,2013,8/8/2013,0,5,28.05,73.3,0.24,18.77777778,13.27777778,19.22222222,18.5
8,9,2013,8/9/2013,0.7874,7.8,22.86,79.4,0.21,21.27777778,17.22222222,20.27777778,19
8,10,2013,8/10/2013,0,8.7,20.36,81.7,0.17,17.11111111,13.77777778,19.72222222,19.11111111
8,11,2013,8/11/2013,0,8.3,23.22,78.4,0.18,14.22222222,10.11111111,18.11111111,18.27777778
8,12,2013,8/12/2013,0,5.2,11.82,83.4,0.09,12.27777778,9.388888889,16.27777778,17.22222222
8,13,2013,8/13/2013,0,4.3,19.22,77.1,0.15,14.61111111,10.11111111,16.61111111,16.77777778
8,14,2013,8/14/2013,0,3.9,23.87,76.2,0.19,14.22222222,9.388888889,16.22222222,16.5
8,15,2013,8/15/2013,0,4.4,26.06,76.1,0.21,15.38888889,10.5,16.27777778,16.38888889
8,16,2013,8/16/2013,0,5.1,26.95,70.2,0.23,16.88888889,10.27777778,16.88888889,16.5
8,17,2013,8/17/2013,0,8.5,21.27,73.2,0.19,21,15.77777778,18.38888889,17.22222222
8,18,2013,8/18/2013,0,6.6,18.35,81.3,0.16,22.22222222,18.61111111,19.77777778,18.11111111
8,19,2013,8/19/2013,0,4.5,9.91,90,0.08,19,17.27777778,19.88888889,18.5
8,20,2013,8/20/2013,1.2446,6.4,7.84,93.1,0.06,15.38888889,14.27777778,18.61111111,18.11111111
8,21,2013,8/21/2013,0,3,26.22,81.7,0.22,16.72222222,13.11111111,17.61111111,17.27777778
8,22,2013,8/22/2013,0,6.8,26.31,77.4,0.23,19,14.27777778,18.27777778,17.5
8,23,2013,8/23/2013,0,6.2,20.07,82.7,0.18,21.5,18.22222222,19.38888889,18
8,24,2013,8/24/2013,0.1016,8.7,14.83,88,0.13,22.11111111,19.88888889,20.72222222,18.88888889
8,25,2013,8/25/2013,4.064,8.5,7.71,91.2,0.07,20.77777778,19.27777778,20.61111111,19.27777778
8,26,2013,8/26/2013,0.8382,12.5,15.47,86.5,0.14,23.72222222,21.22222222,21.11111111,19.61111111
8,27,2013,8/27/2013,0.1778,9.3,9.5,87.1,0.09,25.22222222,22.77777778,22.5,20.38888889
8,28,2013,8/28/2013,2.1844,4.7,20.7,85,0.18,22.61111111,19.72222222,22.5,20.72222222
8,29,2013,8/29/2013,0.127,8.2,8.18,87.1,0.07,16.61111111,14.27777778,20.5,20.27777778
8,30,2013,8/30/2013,0,3.6,23.76,81.8,0.2,16.72222222,13.27777778,18.77777778,18.88888889
8,31,2013,8/31/2013,0.0254,3.9,23.98,76.4,0.21,19.5,14.38888889,19.22222222,18.72222222
9,1,2013,9/1/2013,0,3.8,23.07,75.6,0.2,20.72222222,15.61111111,19.5,18.72222222
9,2,2013,9/2/2013,0,5.6,24.45,73.1,0.22,21.11111111,15.38888889,20,19
9,3,2013,9/3/2013,0.0254,3.4,19.28,78.4,0.17,21.72222222,17.27777778,20.38888889,19.11111111
9,4,2013,9/4/2013,0,3.2,18.79,78,0.17,22.11111111,17.38888889,20.61111111,19.27777778
9,5,2013,9/5/2013,0,7.1,20.48,77.5,0.19,22.88888889,18.27777778,21,19.61111111
9,6,2013,9/6/2013,0,8.5,9.78,81.5,0.09,21.5,18.11111111,21,19.77777778
9,7,2013,9/7/2013,0,8.7,25.07,69.7,0.21,17.27777778,11,18.88888889,19
9,8,2013,9/8/2013,0,11.2,24.82,73.2,0.21,16.77777778,11.27777778,17.88888889,18.22222222
9,9,2013,9/9/2013,0,6.1,23.27,73.6,0.2,17.11111111,11.61111111,17.61111111,17.77777778
9,10,2013,9/10/2013,0,3.9,23.66,64.2,0.21,18.61111111,10.38888889,17.88888889,17.61111111
9,11,2013,9/11/2013,0,3.8,18.86,67.3,0.17,19.22222222,12,18,17.5
9,12,2013,9/12/2013,0,4.2,22.7,65.4,0.21,20.11111111,12,18.11111111,17.61111111
9,13,2013,9/13/2013,0.0254,8.6,22.11,69.9,0.21,21.72222222,15.11111111,18.88888889,17.77777778
9,14,2013,9/14/2013,1.905,7.5,11.3,86.8,0.1,20.61111111,18.22222222,19.61111111,18.5
9,15,2013,9/15/2013,0.0508,11.9,16.75,74.6,0.16,23.22222222,18.11111111,20.11111111,18.88888889
9,16,2013,9/16/2013,0,7.1,20.88,68.2,0.18,21.11111111,14.5,20.11111111,19.11111111
9,17,2013,9/17/2013,0,10,23,58.6,0.2,17.11111111,7.888888889,17.5,18.11111111
9,18,2013,9/18/2013,0,5.2,20.69,56.7,0.18,17.77777778,7.388888889,17,17.27777778
9,19,2013,9/19/2013,0,7.4,22.29,55.4,0.2,17.77777778,7.5,17.11111111,17
9,20,2013,9/20/2013,0,6.9,23,60.5,0.2,17.22222222,8,16.72222222,16.72222222
9,21,2013,9/21/2013,0,6.1,22.34,63.7,0.2,18.22222222,9.888888889,16.88888889,16.72222222
9,22,2013,9/22/2013,0,5.4,21.05,62.7,0.19,18.77777778,10.11111111,16.77777778,16.61111111
9,23,2013,9/23/2013,0,8.4,20.95,60.9,0.2,20.27777778,11.11111111,17.38888889,16.77777778
9,24,2013,9/24/2013,0,5.8,14.82,64.9,0.13,20.5,13.11111111,18,17.11111111
9,25,2013,9/25/2013,0,6.4,20.73,58.4,0.18,17.88888889,8.722222222,17.38888889,17.11111111
9,26,2013,9/26/2013,0.0254,5.9,21.28,68.8,0.18,14.61111111,8.111111111,16.22222222,16.38888889
9,27,2013,9/27/2013,0,6.5,20.29,67.4,0.17,14.88888889,8.111111111,15.5,15.88888889
9,28,2013,9/28/2013,0,11.4,14.39,68.1,0.12,13.77777778,7.277777778,14.88888889,15.38888889
9,29,2013,9/29/2013,0.0254,6.2,20.23,64.6,0.16,12.77777778,5.222222222,14.11111111,14.88888889
9,30,2013,9/30/2013,0,3.9,20.49,58.6,0.17,13.38888889,3.388888889,13.88888889,14.5
10,1,2013,10/1/2013,0,10.1,13.51,66.1,0.12,16,9,14.27777778,14.38888889
10,2,2013,10/2/2013,0,10.6,21.38,60.5,0.15,8.722222222,0.277777778,13.27777778,14.38888889
10,3,2013,10/3/2013,0,8.3,20.26,52.8,0.16,10.11111111,-1.111111111,11.27777778,12.88888889
10,4,2013,10/4/2013,0,10.3,20.53,53.9,0.16,9.111111111,-0.777777778,11.77777778,12.88888889
10,5,2013,10/5/2013,0,4,20.03,56.1,0.14,6.777777778,-2.722222222,10.11111111,11.88888889
10,6,2013,10/6/2013,0.0254,5.9,19.5,44.9,0.16,11.72222222,-1.888888889,10.61111111,11.61111111
10,7,2013,10/7/2013,0,10.4,16.53,57.5,0.15,16.61111111,7.5,12.5,12.22222222
10,8,2013,10/8/2013,0.2032,14.1,3.3,87.8,0.03,18.11111111,16,15.38888889,14
10,9,2013,10/9/2013,0,8.3,17.92,63.3,0.15,15.5,7.5,15.22222222,14.61111111
10,10,2013,10/10/2013,0,9.5,17.8,49.5,0.15,12.72222222,1.277777778,12.88888889,13.5
10,11,2013,10/11/2013,0,9.3,13.53,58.2,0.11,12.5,4,12.38888889,13
10,12,2013,10/12/2013,0.2032,8.8,2.83,80.2,0.02,11.11111111,7.722222222,12.38888889,12.77777778
10,13,2013,10/13/2013,0.0762,9.4,2.3,93,0.02,9.888888889,8.777777778,12.5,12.77777778
10,14,2013,10/14/2013,0.1778,5.9,5.07,92.4,0.03,8.111111111,6.888888889,11.27777778,12.22222222
10,15,2013,10/15/2013,0.127,15.2,8.02,81.7,0.06,8.5,5.388888889,10.88888889,12
10,16,2013,10/16/2013,0,17.1,11.08,66.1,0.08,5.611111111,-0.5,9.5,11.27777778
10,17,2013,10/17/2013,0,7.7,16.41,61.3,0.11,5.888888889,-2,8.388888889,10.22222222
10,18,2013,10/18/2013,3.2004,12.6,1.44,88.1,0.01,7.611111111,5.611111111,9,9.722222222
10,19,2013,10/19/2013,0,10.1,2.63,95.9,0.02,8.777777778,8.222222222,9.777777778,10
10,20,2013,10/20/2013,0,9.5,4.27,91.3,0.03,11,9.722222222,11,10.72222222
10,21,2013,10/21/2013,0.0254,8.9,3.93,88.9,0.03,10.88888889,9.111111111,11.5,11.27777778
10,22,2013,10/22/2013,0,12.7,6.06,87.1,0.05,13.72222222,11.61111111,12.11111111,11.5
10,23,2013,10/23/2013,1.7018,16.1,8.74,81.8,0.08,17.27777778,14,14.72222222,13
10,24,2013,10/24/2013,0,5.9,16.28,73.2,0.13,11.38888889,6.111111111,13,12.88888889
10,25,2013,10/25/2013,0,8.1,15.43,70,0.13,14.11111111,7.888888889,12.5,12.27777778
10,26,2013,10/26/2013,1.4732,11.2,3.48,85.7,0.03,13,10.5,12.88888889,12.5
10,27,2013,10/27/2013,0.0254,6.8,2.6,94.1,0.02,13,12.11111111,13.72222222,13
10,28,2013,10/28/2013,0.0762,9.2,3.11,96.4,0.02,13.61111111,13.11111111,13.27777778,12.88888889
10,29,2013,10/29/2013,0.2032,16.6,12.16,84.6,0.11,21.38888889,18.61111111,16.11111111,14.11111111
10,30,2013,10/30/2013,0.4826,19.2,14.89,71.6,0.12,14.77777778,9.277777778,15.61111111,14.88888889
10,31,2013,10/31/2013,0,6.4,12.65,72.1,0.1,11.22222222,5.722222222,12.88888889,13.5
11,1,2013,11/1/2013,2.413,9.6,1.46,89.9,0.01,13.11111111,11.5,13.22222222,13.22222222
11,2,2013,11/2/2013,0.127,12.9,1.96,90.8,0.01,9,7.611111111,12.5,13.11111111
11,3,2013,11/3/2013,0.3048,10.8,10.85,85.8,0.07,6.388888889,4.111111111,9.777777778,11.72222222
11,4,2013,11/4/2013,0.1778,13.1,4.32,87.3,0.03,7.111111111,5.111111111,10,11.22222222
11,5,2013,11/5/2013,0,10.3,14.28,73,0.09,4.611111111,-0.222222222,8.611111111,10.27777778
11,6,2013,11/6/2013,0,10.9,13.65,77,0.1,9.222222222,5.222222222,9.277777778,10
11,7,2013,11/7/2013,0,11.3,12.77,70.2,0.1,8.277777778,2.388888889,9.611111111,10.22222222
11,8,2013,11/8/2013,0,5.5,11.4,61.4,0.07,2.888888889,-4.5,7.277777778,9.277777778
11,9,2013,11/9/2013,0,9.3,12.36,63.3,0.08,5,-1.722222222,6.777777778,8.5
11,10,2013,11/10/2013,0,12.2,9.06,66.8,0.07,10.11111111,4.111111111,8.277777778,8.777777778
11,11,2013,11/11/2013,0.4826,16.9,1.82,81.4,0.01,6.222222222,3.277777778,8.5,9.222222222
11,12,2013,11/12/2013,0,15,13.46,70.4,0.08,2.388888889,-2.888888889,5.777777778,7.888888889
11,13,2013,11/13/2013,0,8.7,13.26,69.7,0.08,1.888888889,-3.388888889,4.777777778,7
11,14,2013,11/14/2013,0,8.1,10.63,72,0.07,3.111111111,-1.777777778,5.111111111,6.777777778
11,15,2013,11/15/2013,0,6.3,7.81,74.6,0.05,6.277777778,2,5.777777778,6.777777778
11,16,2013,11/16/2013,0,7.2,3.84,80.1,0.03,11,7.722222222,8.277777778,7.888888889
11,17,2013,11/17/2013,0,8.2,5.89,84.5,0.05,14.77777778,12.11111111,10.5,9.111111111
11,18,2013,11/18/2013,1.3716,5.9,3.59,90.5,0.03,13.88888889,12.27777778,11.77777778,10.27777778
11,19,2013,11/19/2013,0.381,7.8,1.06,96.4,0.01,12,11.38888889,12.11111111,11
11,20,2013,11/20/2013,0.0254,11,2.8,88.1,0.02,9.611111111,7.722222222,11.5,11
11,21,2013,11/21/2013,0,4.8,6.13,79.7,0.04,5.5,2.222222222,9.277777778,10.11111111
11,22,2013,11/22/2013,0.0254,5.2,10.54,86.1,0.07,6.777777778,4.5,9,9.5
11,23,2013,11/23/2013,0,7,2.5,91.8,0.02,8.888888889,7.611111111,9.777777778,9.722222222
11,24,2013,11/24/2013,3.1496,29.2,0.75,94,0.01,2.388888889,1.5,6.777777778,8.277777778
11,25,2013,11/25/2013,0.1778,9.2,12.09,83.7,0.06,-1.5,-3.888888889,4.111111111,6.277777778
11,26,2013,11/26/2013,0,14.1,5.67,81.9,0.04,5.722222222,2.777777778,5.222222222,6.222222222
11,27,2013,11/27/2013,1.8288,22.5,1,87,0.01,5.777777778,3.777777778,6.611111111,7
11,28,2013,11/28/2013,0,9,7.65,83.8,0.04,2.388888889,-0.111111111,5.277777778,6.722222222
11,29,2013,11/29/2013,0.7112,7.9,1,92.7,0.01,2.722222222,1.722222222,5.222222222,6.388888889
11,30,2013,11/30/2013,1.6002,10.1,1.16,95.5,0.01,2.888888889,2.277777778,5.388888889,6.277777778
12,1,2013,12/1/2013,0.0762,12.6,11.07,87.4,0.06,0.388888889,-1.5,4.222222222,5.777777778
12,2,2013,12/2/2013,0.0762,7.2,9.55,89.6,0.05,0.888888889,-0.722222222,4,5.277777778
12,3,2013,12/3/2013,0.0762,7.2,11.07,87.4,0.06,0.611111111,-1.388888889,3.777777778,5.111111111
12,4,2013,12/4/2013,0.0254,12.8,9.87,82.7,0.06,3.388888889,0.722222222,4.111111111,5
12,5,2013,12/5/2013,0.635,9.5,7.99,85.3,0.05,4.611111111,2.222222222,4.888888889,5.277777778
12,6,2013,12/6/2013,0,9.8,2.82,95.2,0.02,9.5,8.777777778,7.222222222,6.611111111
12,7,2013,12/7/2013,2.286,18.2,2.41,89.7,0.02,8,6.388888889,8.388888889,7.611111111
12,8,2013,12/8/2013,0,8.1,6.31,91.2,0.04,3,1.611111111,6.222222222,7.111111111
12,9,2013,12/9/2013,0,7.5,6.16,92,0.04,6.5,5.277777778,6.611111111,6.722222222
12,10,2013,12/10/2013,0,9.9,1.43,94.1,0.01,4.722222222,3.777777778,6.777777778,7
12,11,2013,12/11/2013,0.0508,14.8,1.67,85.1,0.01,1.888888889,-0.277777778,5,6.388888889
12,12,2013,12/12/2013,0.0254,21.4,5.76,77,0.04,3.277777778,-0.5,4.388888889,5.777777778
12,13,2013,12/13/2013,0,23.8,3.64,70.3,0.02,-3.111111111,-7.777777778,2.277777778,4.888888889
12,14,2013,12/14/2013,0,12.2,10.77,75.5,0.05,-6.722222222,-10.38888889,0.722222222,3.5
12,15,2013,12/15/2013,0,14,11.46,75.9,0.06,-3.777777778,-7.611111111,0.222222222,2.722222222
12,16,2013,12/16/2013,0,14,9.15,74,0.05,0,-4.388888889,0.277777778,2.388888889
12,17,2013,12/17/2013,0,5.5,10.7,79.4,0.05,-3.111111111,-6.5,0.388888889,2.277777778
12,18,2013,12/18/2013,0,15.6,8.45,74.2,0.05,1.5,-2.722222222,0.388888889,2.222222222
12,19,2013,12/19/2013,0,18.2,11.06,54.7,0.04,-10.61111111,-18,0.111111111,2
12,20,2013,12/20/2013,0,19.3,9.34,51.8,0.05,-6,-14.5,-0.888888889,1.388888889
12,21,2013,12/21/2013,0,13.2,6.02,70.9,0.03,-2.388888889,-7.111111111,-0.611111111,1.222222222
12,22,2013,12/22/2013,0,16.3,3.39,61.1,0.01,-9.611111111,-15.72222222,-1.388888889,1.111111111
12,23,2013,12/23/2013,0.0254,17,10.54,59.9,0.04,-11.22222222,-17.61111111,-2.777777778,0.722222222
12,24,2013,12/24/2013,0,9.3,10.78,61.3,0.03,-14.27777778,-20.27777778,-3.5,0.277777778
12,25,2013,12/25/2013,0,13.2,5.1,69.3,0.02,-8.888888889,-13.72222222,-3.222222222,0
12,26,2013,12/26/2013,0,6.4,8.22,87.7,0.03,-7.722222222,-9.388888889,-2,-0.111111111
12,27,2013,12/27/2013,0,10.4,10.24,82.3,0.04,-7.777777778,-10.27777778,-2.611111111,-0.222222222
12,28,2013,12/28/2013,0,13.8,5.44,72.3,0.03,0.777777778,-3.722222222,-1.388888889,-0.222222222
12,29,2013,12/29/2013,0,7.5,7.26,80.5,0.05,4.777777778,1.5,-0.388888889,-0.222222222
12,30,2013,12/30/2013,0,16.4,2.83,91.6,0.02,7.222222222,5.777777778,-0.222222222,-0.111111111
12,31,2013,12/31/2013,0,13.8,8.3,83.8,0.06,10.88888889,8.222222222,0.5,0.111111111
1,1,2013,1/1/2013,0.0508,9.9,1.31,90.6,0.01,4.222222222,2.722222222,0.611111111,0.5
1,2,2013,1/2/2013,0.4572,11,1.34,95.9,0.01,9.722222222,9,3.277777778,2.5
1,3,2013,1/3/2013,2.6162,11.1,0.91,95.3,0.01,3.777777778,3.111111111,3.888888889,3.722222222
1,4,2013,1/4/2013,1.4224,9.3,1.03,96.3,0.01,3,2.388888889,3.722222222,3.777777778
